
id tname tgrade 1  tgrade 2 tgrade 3 tgrade 4 tfinal grade tapproved

427	Burton Waller	2.7	7.9	5.8	2.0	4.6	N
428	Weeks Sears	9.5	10.0	4.9	7.6	8.0	Y
429	Erickson Trujillo	9.5	9.5	7.6	9.4	9.0	Y
430	Loretta Pruitt	6.1	7.4	3.4	5.7	5.6	N
431	Walsh Ballard	8.2	7.5	0.2	0.0	4.0	N
432	Marquita Phelps	9.1	9.4	4.7	6.9	7.5	Y
433	Barlow Franklin	8.7	4.4	5.8	8.8	6.9	N
434	Kim Mason	1.1	6.4	7.6	7.3	5.6	N
435	Villarreal Bean	7.7	9.0	0.6	4.5	5.5	N
436	Finch Bradshaw	8.5	5.3	7.9	5.9	6.9	N
437	Bradley Alexander	9.0	8.2	9.9	7.9	8.8	Y
438	Mallory Luna	3.5	4.5	9.4	0.6	4.5	N
439	Billie Langley	2.1	8.7	4.6	3.4	4.7	N
440	Moreno Anthony	8.1	7.9	3.1	7.7	6.7	N
441	Dudley Miranda	7.5	7.1	4.4	2.5	5.4	N
442	Odessa Irwin	2.8	2.1	3.2	7.9	4.0	N
443	Kayla Morales	7.7	2.4	9.4	5.5	6.3	N
444	Marla Decker	4.9	3.9	8.1	8.3	6.3	N
445	Sonya Mcmillan	4.6	3.9	3.5	2.1	3.5	N
446	Selma Lewis	8.5	0.0	0.4	7.6	4.1	N
447	Cochran Spence	3.5	6.7	8.9	3.7	5.7	N
448	Kaye Welch	2.9	6.6	9.3	6.6	6.3	N
449	Corina Blankenship	0.8	3.3	2.3	7.9	3.6	N
450	Ann Donaldson	5.6	8.6	0.4	9.8	6.1	N
451	Katheryn Gaines	3.8	4.0	4.2	3.0	3.8	N
452	Brenda Simon	9.0	0.8	3.0	8.2	5.3	N
453	Jessie Rowe	1.1	1.4	6.0	1.6	2.5	N
454	Hatfield Steele	2.1	5.6	6.1	8.4	5.5	N
455	Maryellen Rios	2.8	5.1	9.5	4.8	5.5	N
456	Meyer Graham	9.0	6.8	2.0	4.2	5.5	N
457	Aimee Owens	5.2	7.5	2.0	0.4	3.8	N
458	Alejandra Barrett	0.2	7.7	1.1	0.6	2.4	N
459	Lowe Padilla	1.5	4.1	5.2	4.6	3.9	N
460	Alyce Cervantes	3.7	1.0	2.8	2.2	2.4	N
461	Jacobson Lynn	1.4	6.7	5.7	5.9	4.9	N
462	Mcdaniel Marquez	9.4	2.2	7.6	2.9	5.5	N
463	Noemi Barrera	5.6	6.1	0.0	1.9	3.4	N
464	Buckley Griffith	8.1	10.0	3.5	4.6	6.6	N
465	Skinner Lee	5.3	4.0	6.0	9.1	6.1	N
466	Berta Murray	5.0	6.0	9.3	9.3	7.4	Y
467	Bernadette Sullivan	0.0	9.9	3.4	5.1	4.6	N
468	Bradford Cabrera	6.0	6.9	1.3	6.6	5.2	N
469	Fuller Lloyd	3.7	6.9	0.8	5.7	4.3	N
470	Pearlie Booker	6.5	3.7	3.0	3.0	4.0	N
471	Bray Gay	4.3	5.7	2.0	7.0	4.8	N
472	Suarez Humphrey	7.1	6.5	1.5	5.1	5.0	N
473	Elinor Frye	1.8	0.4	8.4	1.2	3.0	N
474	Craft Winters	6.7	5.4	6.7	0.2	4.8	N
475	Flora Farrell	1.6	4.9	4.5	9.0	5.0	N
476	Franks Schmidt	2.9	5.1	4.1	6.7	4.7	N
477	Maricela Kramer	9.3	9.0	6.4	7.9	8.2	Y
478	Eaton Daniel	5.2	4.8	6.3	2.1	4.6	N
479	Jarvis Brock	5.9	8.5	9.6	0.7	6.2	N
480	Sheena Johnston	7.5	6.6	0.8	0.3	3.8	N
481	Amber Browning	7.2	7.4	5.2	5.4	6.3	N
482	Wheeler Burgess	5.0	1.8	5.4	1.0	3.3	N
483	Vazquez Edwards	5.6	5.0	0.9	8.7	5.0	N
484	Ewing Brady	8.3	4.3	9.8	2.1	6.1	N
485	Melisa Hull	4.5	6.9	6.9	3.3	5.4	N
486	Karina Daniels	5.7	3.3	1.1	2.4	3.1	N
487	Maynard Estes	6.3	3.2	8.3	2.3	5.0	N
488	Casandra Crosby	1.1	1.2	4.8	1.8	2.2	N
489	Foreman Perkins	2.8	8.6	6.9	4.8	5.8	N
490	Phoebe Fuentes	8.5	6.5	5.2	1.6	5.5	N
491	Willis Buckner	8.1	4.6	1.7	4.6	4.8	N
492	Herring Mcintosh	8.5	4.6	0.4	3.9	4.3	N
493	Turner Ford	8.2	5.8	1.4	3.1	4.6	N
494	Jenny Norris	1.3	0.3	1.0	9.6	3.0	N
495	Colon King	6.6	8.3	3.2	4.9	5.8	N
496	Decker Santos	5.7	7.9	1.2	2.8	4.4	N
497	Tonia Ortiz	4.5	6.8	1.3	8.2	5.2	N
498	Calhoun Jacobs	1.9	2.6	6.2	0.7	2.8	N
499	Jocelyn Holcomb	0.7	9.4	7.8	8.4	6.6	N
500	Janelle Hampton	6.5	6.7	4.1	1.0	4.6	N
